34	0
35	0.00540914
36	0.01326621
37	0.02248544
38	0.03442894
39	0.04907704
40	0.06617304
41	0.08449304
42	0.10468844
43	0.12308744
44	0.14265114
45	0.16255044
46	0.18223264
47	0.20317824
48	0.22357114
49	0.24354944
50	0.26398174
51	0.28548014
52	0.30425424
53	0.32255454
54	0.34040074
55	0.35840484
56	0.37711964
57	0.39389984
58	0.40929814
59	0.42568354
60	0.44439834
61	0.45944124
62	0.47365504
63	0.48830314
64	0.50257614
65	0.51572394
66	0.52889144
67	0.54071654
68	0.55410124
69	0.56632114
70	0.57814624
71	0.58969494
72	0.60120414
73	0.61245674
74	0.62333424
75	0.63434994
76	0.64408244
77	0.65381494
78	0.66392254
79	0.67408934
80	0.68423644
81	0.69341619
82	0.70320792
83	0.7126443
84	0.72168586
85	0.73005621
86	0.73856475
87	0.74626389
88	0.75400251
89	0.76106993
90	0.76870985
91	0.77595494
92	0.7824696
93	0.78910271
94	0.79567659
95	0.80694889
96	0.81308846
97	0.81950441
98	0.82447924
99	0.83024373
100	0.83535675
101	0.84394425
102	0.84856373
103	0.8538939
104	0.85906614
105	0.86356718
106	0.86791029
107	0.87247055
108	0.87687288
109	0.88119624
110	0.8846115
111	0.88848081
112	0.89280417
113	0.89685115
114	0.90014796
115	0.90413572
116	0.9076102
117	0.91086753
118	0.91398667
119	0.9169084
120	0.91963271
121	0.92231754
122	0.92446935
123	0.9272134
124	0.92989823
125	0.93232642
126	0.93491254
127	0.93714332
128	0.93919642
129	0.94144694
130	0.94353953
131	0.94565186
132	0.94752729
133	0.94956065
134	0.95153479
135	0.95329177
136	0.95532513
137	0.95743746
138	0.95879962
139	0.96071453
140	0.96229384
141	0.96389289
142	0.9657091
143	0.96711074
144	0.96863083
145	0.96983505
146	0.97147359
147	0.97253962
148	0.97390178
149	0.974849367
150	0.976211527
151	0.977435497
152	0.978600237
153	0.979587306
154	0.980613856
155	0.981976016
156	0.982548516
157	0.98345662
158	0.984285758
159	0.985154379
160	0.986141448
161	0.987010069
162	0.987819466
163	0.988747311
164	0.989517225
165	0.990306881
166	0.990978088
167	0.991708519
168	0.992537657
169	0.993129899
170	0.993761623
171	0.994353865
172	0.994946107
173	0.995656797
174	0.99626878
175	0.996939987
176	0.997433522
177	0.997927057
178	0.998598264
179	0.99911154
180	0.9991905056
181	0.9992497298
182	0.9993484367
183	0.9994274023
184	0.9995655923
185	0.9996248165
186	0.9996642993
187	0.9997630062
188	0.9998814542
189	0.999920937
190	0.9999406784
191	1
