3 	7 	16 	23 	28 	34 	38 	41 	
0.501187 	0.199526 	0.025119 	0.005012 	0.001585 	0.000398 	0.000158 	0.000079 	
4.998763e-07 	5.008760e-04 	1.921025e-02 	4.189213e-02 	1.452266e-01 	1.000000e+00 	1.000000e+00 	1.000000e+00 	
3.571557e-07 	4.175151e-04 	1.179400e-02 	2.814744e-02 	9.826997e-02 	1.000000e+00 	1.000000e+00 	1.000000e+00 	
2.624983e-07 	6.142461e-04 	4.469795e-02 	1.057435e-01 	2.392788e-01 	1.000000e+00 	1.000000e+00 	1.000000e+00 	
1.834966e-07 	4.948903e-04 	3.617965e-02 	7.666560e-02 	1.530204e-01 	3.107863e-01 	1.000000e+00 	1.000000e+00 	
2.348078e-07 	2.639239e-04 	1.533694e-02 	3.224286e-02 	7.495439e-02 	2.046697e-01 	1.000000e+00 	1.000000e+00 	
2.054384e-07 	1.276595e-03 	1.381553e-02 	2.940482e-02 	6.350000e-02 	1.659421e-01 	1.000000e+00 	1.000000e+00 	
3.575712e-07 	1.566877e-03 	1.578534e-02 	3.318797e-02 	6.907596e-02 	1.652941e-01 	1.000000e+00 	1.000000e+00 	
3.121660e-07 	1.478418e-03 	1.476545e-02 	3.110734e-02 	6.471263e-02 	1.542365e-01 	1.000000e+00 	1.000000e+00 	
3.277389e-07 	1.358150e-03 	1.411998e-02 	2.985669e-02 	6.196593e-02 	1.465134e-01 	1.000000e+00 	1.000000e+00 	
2.214773e-07 	1.197749e-03 	1.242532e-02 	2.632391e-02 	5.556224e-02 	1.357700e-01 	1.000000e+00 	1.000000e+00 	
2.842542e-07 	1.183634e-03 	1.288325e-02 	2.739699e-02 	5.785511e-02 	1.392305e-01 	1.000000e+00 	1.000000e+00 	
3.190795e-07 	1.278552e-03 	1.331232e-02 	2.837000e-02 	5.982996e-02 	1.426199e-01 	1.000000e+00 	1.000000e+00 	
2.659139e-07 	1.461995e-03 	1.389746e-02 	2.969194e-02 	6.264718e-02 	1.489676e-01 	1.000000e+00 	1.000000e+00 	
2.169349e-07 	1.133919e-03 	1.116846e-02 	2.379212e-02 	5.012671e-02 	1.165088e-01 	3.284889e-01 	1.000000e+00 	
