35	0.00540914
36	0.00785707
37	0.00921923
38	0.0119435
39	0.0146481
40	0.017096
41	0.01832
42	0.0201954
43	0.018399
44	0.0195637
45	0.0198993
46	0.0196822
47	0.0209456
48	0.0203929
49	0.0199783
50	0.0204323
51	0.0214984
52	0.0187741
53	0.0183003
54	0.0178462
55	0.0180041
56	0.0187148
57	0.0167802
58	0.0153983
59	0.0163854
60	0.0187148
61	0.0150429
62	0.0142138
63	0.0146481
64	0.014273
65	0.0131478
66	0.0131675
67	0.0118251
68	0.0133847
69	0.0122199
70	0.0118251
71	0.0115487
72	0.0115092
73	0.0112526
74	0.0108775
75	0.0110157
76	0.0097325
77	0.0097325
78	0.0101076
79	0.0101668
80	0.0101471
81	0.00917975
82	0.00979173
83	0.00943638
84	0.00904156
85	0.00837035
86	0.00850854
87	0.00769914
88	0.00773862
89	0.00706742
90	0.00763992
91	0.00724509
92	0.00651466
93	0.00663311
94	0.00657388
95	0.0112723
96	0.00613957
97	0.00641595
98	0.00497483
99	0.00576449
100	0.00511302
101	0.0085875
102	0.00461948
103	0.00533017
104	0.00517224
105	0.00450104
106	0.00434311
107	0.00456026
108	0.00440233
109	0.00432336
110	0.00341526
111	0.00386931
112	0.00432336
113	0.00404698
114	0.00329681
115	0.00398776
116	0.00347448
117	0.00325733
118	0.00311914
119	0.00292173
120	0.00272431
121	0.00268483
122	0.00215181
123	0.00274405
124	0.00268483
125	0.00242819
126	0.00258612
127	0.00223078
128	0.0020531
129	0.00225052
130	0.00209259
131	0.00211233
132	0.00187543
133	0.00203336
134	0.00197414
135	0.00175698
136	0.00203336
137	0.00211233
138	0.00136216
139	0.00191491
140	0.00157931
141	0.00159905
142	0.00181621
143	0.00140164
144	0.00152009
145	0.00120422
146	0.00163854
147	0.00106603
148	0.00136216
149	0.000947587
150	0.00136216
151	0.00122397
152	0.00116474
153	0.000987069
154	0.00102655
155	0.00136216
156	0.0005725
157	0.000908104
158	0.000829138
159	0.000868621
160	0.000987069
161	0.000868621
162	0.000809397
163	0.000927845
164	0.000769914
165	0.000789656
166	0.000671207
167	0.000730431
168	0.000829138
169	0.000592242
170	0.000631724
171	0.000592242
172	0.000592242
173	0.00071069
174	0.000611983
175	0.000671207
176	0.000493535
177	0.000493535
178	0.000671207
179	0.000513276
180	7.89656e-05
181	5.92242e-05
182	9.87069e-05
183	7.89656e-05
184	0.00013819
185	5.92242e-05
186	3.94828e-05
187	9.87069e-05
188	0.000118448
189	3.94828e-05
190	1.97414e-05
191	5.92242e-05
